title,ingredients,instructions,picture_link
Curried Coconut Chicken,"['2 pounds boneless skinless chicken breasts, cut into 1/2-inch chunks ADVERTISEMENT', '1 teaspoon salt and pepper, or to taste ADVERTISEMENT', '1 1/2 tablespoons vegetable oil ADVERTISEMENT', '2 tablespoons curry powder ADVERTISEMENT', '1/2 onion, thinly sliced ADVERTISEMENT', '2 cloves garlic, crushed ADVERTISEMENT', '1 (14 ounce) can coconut milk ADVERTISEMENT', '1 (14.5 ounce) can stewed, diced tomatoes ADVERTISEMENT', '1 (8 ounce) can tomato sauce ADVERTISEMENT', '3 tablespoons sugar ADVERTISEMENT', 'ADVERTISEMENT']","Season chicken pieces with salt and pepper.
Heat oil and curry powder in a large skillet over medium-high heat for two minutes. Stir in onions and garlic, and cook 1 minute more. Add chicken, tossing lightly to coat with curry oil. Reduce heat to medium, and cook for 7 to 10 minutes, or until chicken is no longer pink in center and juices run clear.
Pour coconut milk, tomatoes, tomato sauce, and sugar into the pan, and stir to combine. Cover and simmer, stirring occasionally, approximately 30 to 40 minutes.
",iwvmluAR44Nl3V2uKWXYfoCZXabSCnO
Simple White Cake,"['1 cup white sugar ADVERTISEMENT', '1/2 cup butter ADVERTISEMENT', '2 eggs ADVERTISEMENT', '2 teaspoons vanilla extract ADVERTISEMENT', '1 1/2 cups all-purpose flour ADVERTISEMENT', '1 3/4 teaspoons baking powder ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan or line a muffin pan with paper liners.
In a medium bowl, cream together the sugar and butter. Beat in the eggs, one at a time, then stir in the vanilla. Combine flour and baking powder, add to the creamed mixture and mix well. Finally stir in the milk until batter is smooth. Pour or spoon batter into the prepared pan.
Bake for 30 to 40 minutes in the preheated oven. For cupcakes, bake 20 to 25 minutes. Cake is done when it springs back to the touch.
",.NMFyKHKR/PloIY.bLZ5EhO3/Xw0wp6
Banana Muffins II,"['1 1/2 cups all-purpose flour ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1 teaspoon baking soda ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '3 large bananas, mashed ADVERTISEMENT', '3/4 cup white sugar ADVERTISEMENT', '1 egg ADVERTISEMENT', '1/3 cup butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Coat muffin pans with non-stick spray, or use paper liners. Sift together the flour, baking powder, baking soda, and salt; set aside.
Combine bananas, sugar, egg, and melted butter in a large bowl. Fold in flour mixture, and mix until smooth. Scoop into muffin pans.
Bake in preheated oven. Bake mini muffins for 10 to 15 minutes, and large muffins for 25 to 30 minutes. Muffins will spring back when lightly tapped.
",pUyb7uMWTIvA0QjcLmP0r.Cv57HUXsK
Marinated Grilled Shrimp,"['3 cloves garlic, minced ADVERTISEMENT', '1/3 cup olive oil ADVERTISEMENT', '1/4 cup tomato sauce ADVERTISEMENT', '2 tablespoons red wine vinegar ADVERTISEMENT', '2 tablespoons chopped fresh basil ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1/4 teaspoon cayenne pepper ADVERTISEMENT', '2 pounds fresh shrimp, peeled and deveined ADVERTISEMENT', 'skewers ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, stir together the garlic, olive oil, tomato sauce, and red wine vinegar. Season with basil, salt, and cayenne pepper. Add shrimp to the bowl, and stir until evenly coated. Cover, and refrigerate for 30 minutes to 1 hour, stirring once or twice.
Preheat grill for medium heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade.
Lightly oil grill grate. Cook shrimp on preheated grill for 2 to 3 minutes per side, or until opaque.
",A3UIAnboOWA25IeF89Z.EgyG7RoQ64y
Chicken Breasts with Balsamic Vinegar and Garlic,"['4 skinless, boneless chicken breasts ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '3/4 pound fresh mushrooms, sliced ADVERTISEMENT', '2 tablespoons all-purpose flour ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '6 cloves garlic ADVERTISEMENT', '1/4 cup balsamic vinegar ADVERTISEMENT', '3/4 cup chicken broth ADVERTISEMENT', '1 bay leaf ADVERTISEMENT', '1/4 teaspoon dried thyme ADVERTISEMENT', '1 tablespoon butter ADVERTISEMENT', 'ADVERTISEMENT']","Season the chicken with salt and pepper. Rinse the mushrooms and pat dry. Season the flour with salt and pepper and dredge the chicken breasts in the flour mixture. Heat oil in a skillet over medium high heat and saute the chicken until it is nicely browned on one side (about 3 minutes).
Add the garlic. Turn the chicken breasts and scatter the mushrooms over them. Continue frying, shaking the skillet and stirring the mushrooms. Cook for about 3 minutes, then add the vinegar, broth, bay leaf and thyme. Cover tightly and simmer over medium low heat for 10 minutes, turning occasionally.
Transfer the chicken to a warm serving platter and cover with foil. Set aside. Continue simmering the sauce, uncovered, over medium high heat for about 7 minutes. Swirl in the butter or margarine and discard the bay leaf. Pour this mushroom sauce mixture over the chicken and serve.
",J3F4evVq.1NZ3ND1SEDFoFx7bybvyZq
Country Apple Dumplings,"['2 large Granny Smith apples, peeled and cored ADVERTISEMENT', '2 (10 ounce) cans refrigerated crescent roll dough ADVERTISEMENT', '1 cup butter ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', '1 (12 fluid ounce) can or bottle Mountain Dew ™ ADVERTISEMENT', 'ADVERTISEMENT']","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.
Cut each apple into 8 wedges and set aside. Separate the crescent roll dough into triangles. Roll each apple wedge in crescent roll dough starting at the smallest end. Pinch to seal and place in the baking dish.
Melt butter in a small saucepan and stir in the sugar and cinnamon. Pour over the apple dumplings. Pour Mountain Dew(TM) over the dumplings.
Bake for 35 to 45 minutes in the preheated oven, or until golden brown.
",H4KF6s5vX62a.dUa76ol/1PKKM5yKZS
Slow-Cooker Pepper Steak,"['2 pounds beef sirloin, cut into 2 inch strips ADVERTISEMENT', 'garlic powder to taste ADVERTISEMENT', '3 tablespoons vegetable oil ADVERTISEMENT', '1 cube beef bouillon ADVERTISEMENT', '1/4 cup hot water ADVERTISEMENT', '1 tablespoon cornstarch ADVERTISEMENT', '1/2 cup chopped onion ADVERTISEMENT', '2 large green bell peppers, roughly chopped ADVERTISEMENT', '1 (14.5 ounce) can stewed tomatoes, with liquid ADVERTISEMENT', '3 tablespoons soy sauce ADVERTISEMENT', '1 teaspoon white sugar ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', 'ADVERTISEMENT']","Sprinkle strips of sirloin with garlic powder to taste. In a large skillet over medium heat, heat the vegetable oil and brown the seasoned beef strips. Transfer to a slow cooker.
Mix bouillon cube with hot water until dissolved, then mix in cornstarch until dissolved. Pour into the slow cooker with meat. Stir in onion, green peppers, stewed tomatoes, soy sauce, sugar, and salt.
Cover, and cook on High for 3 to 4 hours, or on Low for 6 to 8 hours.
",1sJyIrQN0aQnVhQsce1NoZen.x2YGaC
Anniversary Chicken I,"['2 tablespoons vegetable oil ADVERTISEMENT', '6 skinless, boneless chicken breast halves ADVERTISEMENT', '1/2 cup teriyaki basting sauce ADVERTISEMENT', '1/2 cup Ranch-style salad dressing ADVERTISEMENT', '1 cup shredded Cheddar cheese ADVERTISEMENT', '3 green onions, chopped ADVERTISEMENT', '1/2 (3 ounce) can bacon bits ADVERTISEMENT', '1 tablespoon chopped fresh parsley, for garnish ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
In a large skillet, heat oil over medium-high heat. Add chicken breasts, and saute 4 to 5 minutes each side, until lightly browned.
Place browned chicken breasts in a 9x13 inch baking dish. Brush with teriyaki sauce, then spoon on salad dressing. Sprinkle with cheese, green onions and bacon bits.
Bake for 25 to 35 minutes, or until chicken is no longer pink and juices run clear. Garnish with parsley and serve.
",8DBsA4UafUvNUl06788MsWcbpsBUDJW
Best Steak Marinade in Existence,"['1/3 cup soy sauce ADVERTISEMENT', '1/2 cup olive oil ADVERTISEMENT', '1/3 cup fresh lemon juice ADVERTISEMENT', '1/4 cup Worcestershire sauce ADVERTISEMENT', '1 1/2 tablespoons garlic powder ADVERTISEMENT', '3 tablespoons dried basil ADVERTISEMENT', '1 1/2 tablespoons dried parsley flakes ADVERTISEMENT', '1 teaspoon ground white pepper ADVERTISEMENT', '1/4 teaspoon hot pepper sauce (optional) ADVERTISEMENT', '1 teaspoon dried minced garlic (optional) ADVERTISEMENT', 'ADVERTISEMENT']","Place the soy sauce, olive oil, lemon juice, Worcestershire sauce, garlic powder, basil, parsley, and pepper in a blender. Add hot pepper sauce and garlic, if desired. Blend on high speed for 30 seconds until thoroughly mixed.
Pour marinade over desired type of meat. Cover, and refrigerate for up to 8 hours. Cook meat as desired.
",anZIQMkNnpLgWAqjOvPLpykCAYxQtAG
Key Lime Pie VII,"['1 (9 inch) prepared graham cracker crust ADVERTISEMENT', '3 cups sweetened condensed milk ADVERTISEMENT', '1/2 cup sour cream ADVERTISEMENT', '3/4 cup key lime juice ADVERTISEMENT', '1 tablespoon grated lime zest ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
In a medium bowl, combine condensed milk, sour cream, lime juice, and lime rind. Mix well and pour into graham cracker crust.
Bake in preheated oven for 5 to 8 minutes, until tiny pinhole bubbles burst on the surface of pie. DO NOT BROWN! Chill pie thoroughly before serving. Garnish with lime slices and whipped cream if desired.
",Day5E1bKIAIHraPrmYPaOJEUL1oLRv2
Debdoozie's Blue Ribbon Chili,"['2 pounds ground beef ADVERTISEMENT', '1/2 onion, chopped ADVERTISEMENT', '1 teaspoon ground black pepper ADVERTISEMENT', '1/2 teaspoon garlic salt ADVERTISEMENT', '2 1/2 cups tomato sauce ADVERTISEMENT', '1 (8 ounce) jar salsa ADVERTISEMENT', '4 tablespoons chili seasoning mix ADVERTISEMENT', '1 (15 ounce) can light red kidney beans ADVERTISEMENT', '1 (15 ounce) can dark red kidney beans ADVERTISEMENT', 'ADVERTISEMENT']","In a large saucepan over medium heat, combine the ground beef and the onion and saute for 10 minutes, or until meat is browned and onion is tender. Drain grease, if desired.
Add the ground black pepper, garlic salt, tomato sauce, salsa, chili seasoning mix and kidney beans. Mix well, reduce heat to low and simmer for at least an hour.
",TPzyPiIbgWycDEzaUQrvr/9rxilJirO
Double Tomato Bruschetta,"['6 roma (plum) tomatoes, chopped ADVERTISEMENT', '1/2 cup sun-dried tomatoes, packed in oil ADVERTISEMENT', '3 cloves minced garlic ADVERTISEMENT', '1/4 cup olive oil ADVERTISEMENT', '2 tablespoons balsamic vinegar ADVERTISEMENT', '1/4 cup fresh basil, stems removed ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1 French baguette ADVERTISEMENT', '2 cups shredded mozzarella cheese ADVERTISEMENT', 'ADVERTISEMENT']","Preheat the oven on broiler setting.
In a large bowl, combine the roma tomatoes, sun-dried tomatoes, garlic, olive oil, vinegar, basil, salt, and pepper. Allow the mixture to sit for 10 minutes.
Cut the baguette into 3/4-inch slices. On a baking sheet, arrange the baguette slices in a single layer. Broil for 1 to 2 minutes, until slightly brown.
Divide the tomato mixture evenly over the baguette slices. Top the slices with mozzarella cheese.
Broil for 5 minutes, or until the cheese is melted.
",MPQws/b3PEGyYDTD1uVXs.bQjHbyUW2
Basic Crepes,"['1 cup all-purpose flour ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '1/2 cup water ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '2 tablespoons butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","In a large mixing bowl, whisk together the flour and the eggs. Gradually add in the milk and water, stirring to combine. Add the salt and butter; beat until smooth.
Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each crepe. Tilt the pan with a circular motion so that the batter coats the surface evenly.
Cook the crepe for about 2 minutes, until the bottom is light brown. Loosen with a spatula, turn and cook the other side. Serve hot.
",nu1z0aAfCyl.O/uymbqpAlkdR4ifNNq
Bread Pudding II,"['6 slices day-old bread ADVERTISEMENT', '2 tablespoons butter, melted ADVERTISEMENT', '1/2 cup raisins (optional) ADVERTISEMENT', '4 eggs, beaten ADVERTISEMENT', '2 cups milk ADVERTISEMENT', '3/4 cup white sugar ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Break bread into small pieces into an 8 inch square baking pan. Drizzle melted butter or margarine over bread. If desired, sprinkle with raisins.
In a medium mixing bowl, combine eggs, milk, sugar, cinnamon, and vanilla. Beat until well mixed. Pour over bread, and lightly push down with a fork until bread is covered and soaking up the egg mixture.
Bake in the preheated oven for 45 minutes, or until the top springs back when lightly tapped.
",8DUsadeHinuweuA1oxVz5suNRrYY.U2
Famous Butter Chicken,"['2 eggs, beaten ADVERTISEMENT', '1 cup crushed buttery round cracker crumbs ADVERTISEMENT', '1/2 teaspoon garlic salt ADVERTISEMENT', 'ground black pepper to taste ADVERTISEMENT', '4 skinless, boneless chicken breast halves ADVERTISEMENT', '1/2 cup butter, cut into pieces ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C).
Place eggs and cracker crumbs in two separate shallow bowls. Mix cracker crumbs with garlic salt and pepper. Dip chicken in the eggs, then dredge in the crumb mixture to coat.
Arrange coated chicken in a 9x13 inch baking dish. Place pieces of butter around the chicken.
Bake in the preheated oven for 40 minutes, or until chicken is no longer pink and juices run clear.
",nIsYJQKZPGcCOzhPAxw9tNA1eT5TG9G
White Chocolate Raspberry Cheesecake,"['1 cup chocolate cookie crumbs ADVERTISEMENT', '3 tablespoons white sugar ADVERTISEMENT', '1/4 cup butter, melted ADVERTISEMENT', '1 (10 ounce) package frozen raspberries ADVERTISEMENT', '2 tablespoons white sugar ADVERTISEMENT', '2 teaspoons cornstarch ADVERTISEMENT', '1/2 cup water ADVERTISEMENT', '2 cups white chocolate chips ADVERTISEMENT', '1/2 cup half-and-half cream ADVERTISEMENT', '3 (8 ounce) packages cream cheese, softened ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '3 eggs ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, mix together cookie crumbs, 3 tablespoons sugar, and melted butter. Press mixture into the bottom of a 9 inch springform pan.
In a saucepan, combine raspberries, 2 tablespoons sugar, cornstarch, and water. Bring to boil, and continue boiling 5 minutes, or until sauce is thick. Strain sauce through a mesh strainer to remove seeds.
Preheat oven to 325 degrees F (165 degrees C). In a metal bowl over a pan of simmering water, melt white chocolate chips with half-and-half, stirring occasionally until smooth.
In a large bowl, mix together cream cheese and 1/2 cup sugar until smooth. Beat in eggs one at a time. Blend in vanilla and melted white chocolate. Pour half of batter over crust. Spoon 3 tablespoons raspberry sauce over batter. Pour remaining cheesecake batter into pan, and again spoon 3 tablespoons raspberry sauce over the top. Swirl batter with the tip of a knife to create a marbled effect.
Bake for 55 to 60 minutes, or until filling is set. Cool, cover with plastic wrap, and refrigerate for 8 hours before removing from pan. Serve with remaining raspberry sauce.
",hBtvyr9MN10yfvjX78F.VPGudVJuWwi
Yummy Sweet Potato Casserole,"['4 cups sweet potato, cubed ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '2 eggs, beaten ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '4 tablespoons butter, softened ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '1/2 teaspoon vanilla extract ADVERTISEMENT', '1/2 cup packed brown sugar ADVERTISEMENT', '1/3 cup all-purpose flour ADVERTISEMENT', '3 tablespoons butter, softened ADVERTISEMENT', '1/2 cup chopped pecans ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 325 degrees F (165 degrees C). Put sweet potatoes in a medium saucepan with water to cover. Cook over medium high heat until tender; drain and mash.
In a large bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Mix until smooth. Transfer to a 9x13 inch baking dish.
In medium bowl, mix the brown sugar and flour. Cut in the butter until the mixture is coarse. Stir in the pecans. Sprinkle the mixture over the sweet potato mixture.
Bake in the preheated oven 30 minutes, or until the topping is lightly brown.
",JXRxWwMQKFjEK67fOUgH6q6UT5UEKMW
Baked Dijon Salmon,"['1/4 cup butter, melted ADVERTISEMENT', '3 tablespoons Dijon mustard ADVERTISEMENT', '1 1/2 tablespoons honey ADVERTISEMENT', '1/4 cup dry bread crumbs ADVERTISEMENT', '1/4 cup finely chopped pecans ADVERTISEMENT', '4 teaspoons chopped fresh parsley ADVERTISEMENT', '4 (4 ounce) fillets salmon ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '1 lemon, for garnish ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 400 degrees F (200 degrees C).
In a small bowl, stir together butter, mustard, and honey. Set aside. In another bowl, mix together bread crumbs, pecans, and parsley.
Brush each salmon fillet lightly with honey mustard mixture, and sprinkle the tops of the fillets with the bread crumb mixture.
Bake salmon 12 to 15 minutes in the preheated oven, or until it flakes easily with a fork. Season with salt and pepper, and garnish with a wedge of lemon.
",9va3tlXomV9TymcsuhUj3w/2joefnha
Amazing Pork Tenderloin in the Slow Cooker,"['1 (2 pound) pork tenderloin ADVERTISEMENT', '1 (1 ounce) envelope dry onion soup mix ADVERTISEMENT', '1 cup water ADVERTISEMENT', '3/4 cup red wine ADVERTISEMENT', '3 tablespoons minced garlic ADVERTISEMENT', '3 tablespoons soy sauce ADVERTISEMENT', 'freshly ground black pepper to taste ADVERTISEMENT', 'ADVERTISEMENT']","Place pork tenderloin in a slow cooker with the contents of the soup packet. Pour water, wine, and soy sauce over the top, turning the pork to coat. Carefully spread garlic over the pork, leaving as much on top of the roast during cooking as possible. Sprinkle with pepper, cover, and cook on low setting for 4 hours. Serve with cooking liquid on the side as au jus.
",.fyeAj8WFPCCGIntRyjESG9THLitspm
Banana Pudding IV,"['1 (8 ounce) package cream cheese ADVERTISEMENT', '1 (14 ounce) can sweetened condensed milk ADVERTISEMENT', '1 (5 ounce) package instant vanilla pudding mix ADVERTISEMENT', '3 cups cold milk ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', '1 (8 ounce) container frozen whipped topping, thawed ADVERTISEMENT', '4 bananas, sliced ADVERTISEMENT', '1/2 (12 ounce) package vanilla wafers ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, beat cream cheese until fluffy. Beat in condensed milk, pudding mix, cold milk and vanilla until smooth. Fold in 1/2 of the whipped topping.
Line the bottom of a 9x13 inch dish with vanilla wafers. Arrange sliced bananas evenly over wafers. Spread with pudding mixture. Top with remaining whipped topping. Chill.
",0mWlI55MPdrSW6dh5IyqORFeBL6S286
Fresh Southern Peach Cobbler,"['8 fresh peaches - peeled, pitted and sliced into thin wedges ADVERTISEMENT', '1/4 cup white sugar ADVERTISEMENT', '1/4 cup brown sugar ADVERTISEMENT', '1/4 teaspoon ground cinnamon ADVERTISEMENT', '1/8 teaspoon ground nutmeg ADVERTISEMENT', '1 teaspoon fresh lemon juice ADVERTISEMENT', '2 teaspoons cornstarch ADVERTISEMENT', '1 cup all-purpose flour ADVERTISEMENT', '1/4 cup white sugar ADVERTISEMENT', '1/4 cup brown sugar ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '6 tablespoons unsalted butter, chilled and cut into small pieces ADVERTISEMENT', '1/4 cup boiling water ADVERTISEMENT', 'MIX TOGETHER: ADVERTISEMENT', '3 tablespoons white sugar ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 425 degrees F (220 degrees C).
In a large bowl, combine peaches, 1/4 cup white sugar, 1/4 cup brown sugar, 1/4 teaspoon cinnamon, nutmeg, lemon juice, and cornstarch. Toss to coat evenly, and pour into a 2 quart baking dish. Bake in preheated oven for 10 minutes.
Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined.
Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes.
",KhnQc07R3SA5C0gpy8zujTd83BR9.w6
Ultimate Twice Baked Potatoes,"['4 large baking potatoes ADVERTISEMENT', '8 slices bacon ADVERTISEMENT', '1 cup sour cream ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '4 tablespoons butter ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1/2 teaspoon pepper ADVERTISEMENT', '1 cup shredded Cheddar cheese, divided ADVERTISEMENT', '8 green onions, sliced, divided ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Bake potatoes in preheated oven for 1 hour.
Meanwhile, place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.
When potatoes are done allow them to cool for 10 minutes. Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins. To the potato flesh add sour cream, milk, butter, salt, pepper, 1/2 cup cheese and 1/2 the green onions. Mix with a hand mixer until well blended and creamy. Spoon the mixture into the potato skins. Top each with remaining cheese, green onions and bacon.
Bake for another 15 minutes.
",vFkZmQqxFJ9FdINKmbYeXUZDtCH.bNK
Homemade Black Bean Veggie Burgers,"['1 (16 ounce) can black beans, drained and rinsed ADVERTISEMENT', '1/2 green bell pepper, cut into 2 inch pieces ADVERTISEMENT', '1/2 onion, cut into wedges ADVERTISEMENT', '3 cloves garlic, peeled ADVERTISEMENT', '1 egg ADVERTISEMENT', '1 tablespoon chili powder ADVERTISEMENT', '1 tablespoon cumin ADVERTISEMENT', '1 teaspoon Thai chili sauce or hot sauce ADVERTISEMENT', '1/2 cup bread crumbs ADVERTISEMENT', 'ADVERTISEMENT']","If grilling, preheat an outdoor grill for high heat, and lightly oil a sheet of aluminum foil. If baking, preheat oven to 375 degrees F (190 degrees C), and lightly oil a baking sheet.
In a medium bowl, mash black beans with a fork until thick and pasty.
In a food processor, finely chop bell pepper, onion, and garlic. Then stir into mashed beans.
In a small bowl, stir together egg, chili powder, cumin, and chili sauce.
Stir the egg mixture into the mashed beans. Mix in bread crumbs until the mixture is sticky and holds together. Divide mixture into four patties.
If grilling, place patties on foil, and grill about 8 minutes on each side. If baking, place patties on baking sheet, and bake about 10 minutes on each side.
",VG.icInACJvntfgwEm7cGFoC0IfD0tq
Best Bread Machine Bread,"['1 cup warm water (110 degrees F/45 degrees C) ADVERTISEMENT', '2 tablespoons white sugar ADVERTISEMENT', '1 (.25 ounce) package bread machine yeast ADVERTISEMENT', '1/4 cup vegetable oil ADVERTISEMENT', '3 cups bread flour ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', 'ADVERTISEMENT']","Place the water, sugar and yeast in the pan of the bread machine. Let the yeast dissolve and foam for 10 minutes. Add the oil, flour and salt to the yeast. Select Basic or White Bread setting, and press Start.
",BcmRKNTWkwPpOkMTAdIcZ2FHvt7L/ne
Easy OREO Truffles,"['1 (16 ounce) package OREO Chocolate Sandwich Cookies, divided ADVERTISEMENT', '1 (8 ounce) package PHILADELPHIA Cream Cheese, softened ADVERTISEMENT', ""2 (8 ounce) packages BAKER'S Semi-Sweet Baking Chocolate, melted ADVERTISEMENT"", 'ADVERTISEMENT']","Crush 9 of the cookies to fine crumbs in food processor; reserve for later use. (Cookies can also be finely crushed in a resealable plastic bag using a rolling pin.) Crush remaining 36 cookies to fine crumbs; place in medium bowl. Add cream cheese; mix until well blended. Roll cookie mixture into 42 balls, about 1-inch in diameter.
Dip balls in chocolate; place on wax paper-covered baking sheet. (Any leftover chocolate can be stored at room temperature for another use.) Sprinkle with reserved cookie crumbs.
Refrigerate until firm, about 1 hour. Store leftover truffles, covered, in refrigerator.
",CxZOnymA2E7dS7KZ26lw2Em5VdBmhCO
Szechwan Shrimp,"['4 tablespoons water ADVERTISEMENT', '2 tablespoons ketchup ADVERTISEMENT', '1 tablespoon soy sauce ADVERTISEMENT', '2 teaspoons cornstarch ADVERTISEMENT', '1 teaspoon honey ADVERTISEMENT', '1/2 teaspoon crushed red pepper ADVERTISEMENT', '1/4 teaspoon ground ginger ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', '1/4 cup sliced green onions ADVERTISEMENT', '4 cloves garlic, minced ADVERTISEMENT', '12 ounces cooked shrimp, tails removed ADVERTISEMENT', 'ADVERTISEMENT']","In a bowl, stir together water, ketchup, soy sauce, cornstarch, honey, crushed red pepper, and ground ginger. Set aside.
Heat oil in a large skillet over medium-high heat. Stir in green onions and garlic; cook 30 seconds. Stir in shrimp, and toss to coat with oil. Stir in sauce. Cook and stir until sauce is bubbly and thickened.
",HzVzw/DizUb57rjb/b9QRtc7KYk44b6
Baked Salmon II,"['2 cloves garlic, minced ADVERTISEMENT', '6 tablespoons light olive oil ADVERTISEMENT', '1 teaspoon dried basil ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 teaspoon ground black pepper ADVERTISEMENT', '1 tablespoon lemon juice ADVERTISEMENT', '1 tablespoon fresh parsley, chopped ADVERTISEMENT', '2 (6 ounce) fillets salmon ADVERTISEMENT', 'ADVERTISEMENT']","In a medium glass bowl, prepare marinade by mixing garlic, light olive oil, basil, salt, pepper, lemon juice and parsley. Place salmon fillets in a medium glass baking dish, and cover with the marinade. Marinate in the refrigerator about 1 hour, turning occasionally.
Preheat oven to 375 degrees F (190 degrees C).
Place fillets in aluminum foil, cover with marinade, and seal. Place sealed salmon in the glass dish, and bake 35 to 45 minutes, until easily flaked with a fork.
",KBTWchPbei6Q2EZG6pDFM5VffxnIST2
Grandma's Green Bean Casserole,"['2 tablespoons butter ADVERTISEMENT', '2 tablespoons all-purpose flour ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 teaspoon white sugar ADVERTISEMENT', '1/4 cup onion, diced ADVERTISEMENT', '1 cup sour cream ADVERTISEMENT', '3 (14.5 ounce) cans French style green beans, drained ADVERTISEMENT', '2 cups shredded Cheddar cheese ADVERTISEMENT', '1/2 cup crumbled buttery round crackers ADVERTISEMENT', '1 tablespoon butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Melt 2 tablespoons butter in a large skillet over medium heat. Stir in flour until smooth, and cook for one minute. Stir in the salt, sugar, onion, and sour cream. Add green beans, and stir to coat.
Transfer the mixture to a 2 1/2 quart casserole dish. Spread shredded cheese over the top. In a small bowl, toss together cracker crumbs and remaining butter, and sprinkle over the cheese.
Bake for 30 minutes in the preheated oven, or until the top is golden and cheese is bubbly.
",sP4yVrikUYIljsAQnypM3LtsAEDAEz6
